year,team,seed,opponent,win margin,previous tournament,tournament two years back,win percent,wins in last 10,percent of wins away,coach tenure,total seasons coaching,coach final fours,coach championships,coach NBA draft picks,automatic bid,RPI,Sagarin/ SRS,SOS,Total Games,ppg,ppg allowed,Efficiency,Efficiency Allowed,Rbs Per Game,Rbs Per Game Allowed,Steals Per Game,Steals Per Game Allowed,Blocks Per Game,FG%,3-pt%,TS%,free throw rate,assists per game,freshmen play time,sophomore play time,junior play time,senior play time,opp_seed,opp_previous tournament,opp_tournament two years back,opp_win%,opp_wins in last 10,opp_percent of wins away,opp_coach tenure,opp_total seasons coaching,opp_coach final fours,opp_coach championships,opp_coach NBA draft picks,opp_automatic bid,opp_RPI,opp_Sagarin/ SRS,opp_SOS,opp_Total Games,opp_Points Scored Per Game,opp_Points Allowed Per Game,opp_Efficiency,opp_Efficiency Allowed,opp_Rbs Per Game,opp_Rbs Per Game Allowed,opp_Steals Per Game,opp_Steals Per Game Allowed,opp_Blocks Per Game,opp_FG%,opp_3-pt%,opp_TS%,opp_free throw rate,opp_assists per game,opp_freshmen play time,opp_sophomore play time,opp_junior play time,opp_senior play time,Round
2009,West Virginia,6,dayton,-8,1,0,0.657142857,7,0.391304348,2,27,1,0,14,0,20,18,10,35,72.02857143,61.8,109.1,93.6,42,36.17142857,6.657142857,6.171428571,4.542857143,42.9,32.9,52.1,35.9,15.1,22.78861789,9.823529412,21.74468085,35.63636364,11,0,0,0.771428571,5,0.222222222,6,6,0,0,0,0,32,57,94,35,66.82857143,61.42857143,100.9,92.8,41.14285714,36.48571429,6.485714286,4.885714286,3.542857143,42.1,32.8,50.2,38.2,13.9,12.31958763,15.66666667,20.02873563,24.08823529,1
2009,Boston College,7,southern california,-17,0,1,0.647058824,5,0.227272727,12,21,0,0,4,0,57,61,58,34,74.35294118,70.5,109.1,103.4,40.26470588,37.17647059,6.117647059,6.852941176,4.323529412,44.3,25.8,53.8,36.6,14.8,15.56666667,21.92079208,13.82142857,33.36363636,10,1,1,0.628571429,6,0.272727273,4,15,0,0,7,1,36,26,17,35,68.48571429,63.54285714,104.4,96.9,38.91428571,33.34285714,6.4,6.457142857,4.714285714,47.3,32.6,54.2,42.2,12.5,18.58333333,10.24137931,35.69902913,16.10416667,1
2009,California,7,maryland,-13,0,0,0.666666667,6,0.272727273,1,31,1,0,15,0,39,32,39,33,74.90909091,68.81818182,111.3,102.3,36.42424242,34.18181818,4.818181818,5.060606061,2,48.3,42.7,57.5,34.3,15.4,10.37272727,17,25.14948454,0,10,0,1,0.6,5,0.19047619,20,31,2,1,25,0,53,46,18,35,71.77142857,69.11428571,103.2,99.4,40.68571429,41.4,7.657142857,5.742857143,4.142857143,42.4,33.3,50.9,28,14.6,13.9,14.68027211,30.96190476,23.77142857,1
2009,Clemson,7,michigan,-3,1,0,0.71875,4,0.434782609,6,21,0,0,0,0,29,25,41,32,78.34375,68.03125,111.3,96.6,39.875,39.09375,9.3125,7.59375,5.84375,46.3,37.4,55.3,31.5,14.9,11.35955056,20.01869159,22.2254902,25.76923077,10,0,0,0.6,5,0.238095238,2,27,0,0,0,0,42,34,12,35,66.88571429,63.22857143,105,99.3,33.88571429,37.62857143,6.371428571,5.114285714,2.628571429,42.5,33.4,54,28.5,15.5,20.88888889,21.80434783,21.42857143,13.38,1
2009,Texas,7,minnesota,14,1,1,0.657142857,6,0.260869565,11,22,1,0,15,0,41,22,35,35,72.34285714,65.6,106.5,96.6,41.88571429,37.77142857,6.2,6.228571429,5.342857143,44.4,32.8,51.9,38.6,12.8,15.125,15.14634146,23.23529412,28.08695652,10,0,0,0.666666667,4,0.181818182,2,18,1,1,9,0,38,36,36,33,66.33333333,61.57575758,102.7,95.3,38.21212121,36.54545455,8.303030303,7.515151515,6.090909091,44.1,32.7,53.1,34.5,14.1,18.41836735,21.78494624,17.26515152,10.09803922,1
2009,BYU,8,texas a and m,-13,1,1,0.757575758,8,0.4,4,4,0,0,1,0,31,31,66,33,77.09090909,65.15151515,111.2,94,39.45454545,35.09090909,7.303030303,5.212121212,3.606060606,48.4,38.1,57.9,35.6,16.3,9.40625,30.78787879,24.25252525,19.84285714,9,1,1,0.705882353,6,0.25,2,11,0,0,1,0,44,40,60,34,71.76470588,67.08823529,108.2,101.1,39.76470588,35.47058824,4.823529412,5.735294118,3.911764706,44.9,36.1,54.5,46.8,12.6,13.1884058,12.71287129,26.13868613,27.60526316,1
2009,LSU,8,butler,4,0,0,0.771428571,7,0.222222222,1,10,0,0,3,0,37,35,82,35,74.77142857,66.17142857,109.1,96.6,41.71428571,37.42857143,7.628571429,6.114285714,6.057142857,44.8,37.2,53.5,35.4,15.1,6.903225806,31.21212121,20.44776119,23.71597633,9,1,1,0.8125,7,0.423076923,2,2,0,0,0,0,22,43,86,32,67.75,57.9375,107.5,92,37.09375,33.71875,6.03125,5.84375,3.1875,43.8,35.2,55.9,43,13,25.1015625,16.25641026,16.90789474,0,1
2009,Ohio St,8,siena,-2,0,1,0.666666667,5,0.318181818,5,9,1,0,7,0,24,28,23,33,66.84848485,62,105.9,98.2,33.54545455,35.57575758,5.878787879,5.787878788,5.303030303,48.1,37.5,57.7,38.3,13.3,19.1122449,31.32,16.53465347,0,9,1,0,0.771428571,8,0.333333333,4,13,0,0,0,1,19,53,65,35,77.4,70.34285714,106.7,97,39.8,40.34285714,8.828571429,6.657142857,4.542857143,46.7,33,53.7,35.7,15.3,9.067567568,18.85714286,32.83809524,19.6,1
2009,Oklahoma St,8,tennessee,2,0,0,0.657142857,8,0.260869565,1,12,0,0,1,0,17,24,5,35,80.85714286,74.51428571,111.5,102.8,37.31428571,38.77142857,7.6,5.371428571,2.342857143,46,38.4,57.9,39.4,12.7,23.19512195,17.41605839,30.08571429,24.66666667,9,1,1,0.617647059,6,0.333333333,4,17,0,0,0,0,26,44,3,34,78.38235294,72.5,109.5,101.3,41.55882353,36.97058824,6.617647059,6,3.647058824,45.5,31.5,53.9,36.7,16.3,14.59398496,11.21052632,24.58139535,1.7,1
2009,Louisville,1,siena,7,1,1,0.837837838,10,0.258064516,8,23,5,1,16,1,4,4,11,37,74.27027027,61.81081081,107.6,89.6,40.2972973,37.45945946,9.054054054,6.648648649,6.027027027,45.7,36.9,54.6,31.4,16.9,13.04032258,11.83333333,21.00714286,21.95789474,9,1,0,0.771428571,8,0.333333333,4,13,0,0,0,1,19,53,65,35,77.4,70.34285714,106.7,97,39.8,40.34285714,8.828571429,6.657142857,4.542857143,46.7,33,53.7,35.7,15.3,9.067567568,18.85714286,32.83809524,19.6,2
2009,Pittsburgh,1,oklahoma st,8,1,1,0.861111111,8,0.290322581,6,6,0,0,2,0,2,3,8,36,77.41666667,64.44444444,115.8,96.4,42.69444444,34.02777778,6.833333333,5.361111111,3.833333333,47.9,35.2,55.5,32.8,17.6,8.864864865,15.43801653,19.40625,27.39864865,8,0,0,0.657142857,8,0.260869565,1,12,0,0,1,0,17,24,5,35,80.85714286,74.51428571,111.5,102.8,37.31428571,38.77142857,7.6,5.371428571,2.342857143,46,38.4,57.9,39.4,12.7,23.19512195,17.41605839,30.08571429,24.66666667,2
2009,Uconn,1,texas a&m,26,1,0,0.861111111,7,0.35483871,23,37,2,2,28,0,7,2,28,36,78.30555556,64.25,111.8,91.7,45.91666667,39,5.805555556,6.666666667,7.777777778,47.4,34.1,54.9,46.4,15.8,25.19444444,4.14893617,23.91935484,24.86466165,9,1,1,0.705882353,6,0.25,2,11,0,0,1,0,44,40,60,34,71.76470588,67.08823529,108.2,101.1,39.76470588,35.47058824,4.823529412,5.735294118,3.911764706,44.9,36.1,54.5,46.8,12.6,13.1884058,12.71287129,26.13868613,27.60526316,2
2009,UNC,1,lsu,14,1,1,0.894736842,8,0.352941176,6,21,6,1,22,0,3,1,19,38,89.81578947,71.97368421,118.3,94.8,45.10526316,39.05263158,8.552631579,7,5.157894737,48,38.7,57.3,39.2,18,10.86440678,11.2,24.02985075,15.42021277,8,0,0,0.771428571,7,0.222222222,1,10,0,0,3,0,37,35,82,35,74.77142857,66.17142857,109.1,96.6,41.71428571,37.42857143,7.628571429,6.114285714,6.057142857,44.8,37.2,53.5,35.4,15.1,6.903225806,31.21212121,20.44776119,23.71597633,2
2009,Duke,2,texas,5,1,1,0.810810811,8,0.233333333,29,34,10,3,40,1,1,6,1,37,77.48648649,65.91891892,111.3,94.7,39.10810811,37.10810811,8.405405405,5.702702703,3.945945946,44.4,34.9,54.8,41.4,13.3,10.97183099,25.82666667,21.08284024,15.91666667,7,1,1,0.657142857,6,0.260869565,11,22,1,0,15,0,41,22,35,35,72.34285714,65.6,106.5,96.6,41.88571429,37.77142857,6.2,6.228571429,5.342857143,44.4,32.8,51.9,38.6,12.8,15.125,15.14634146,23.23529412,28.08695652,2
2009,Memphis,2,maryland,19,1,1,0.891891892,10,0.303030303,9,21,2,0,9,1,5,9,46,37,75.10810811,58.81081081,109.4,85.7,42.37837838,36.62162162,8.864864865,5.864864865,6,45,32.6,53.7,39.9,14.2,16.07,14.58536585,19.12328767,26.97777778,10,0,1,0.6,5,0.19047619,20,31,2,1,25,0,53,46,18,35,71.77142857,69.11428571,103.2,99.4,40.68571429,41.4,7.657142857,5.742857143,4.142857143,42.4,33.3,50.9,28,14.6,13.9,14.68027211,30.96190476,23.77142857,2
2009,Michigan St,2,usc,5,1,1,0.815789474,8,0.35483871,14,14,4,1,10,0,8,5,6,38,72.02631579,63.68421053,107.8,95.3,42.21052632,33.52631579,6.526315789,6.026315789,2.815789474,45.1,35.4,53.6,41.1,16.1,11.05714286,20.2173913,13.54098361,17.7810219,10,1,1,0.628571429,6,0.272727273,4,15,0,0,7,1,36,26,17,35,68.48571429,63.54285714,104.4,96.9,38.91428571,33.34285714,6.4,6.457142857,4.714285714,47.3,32.6,54.2,42.2,12.5,18.58333333,10.24137931,35.69902913,16.10416667,2
2009,Oklahoma,2,michigan  ,10,1,0,0.833333333,6,0.3,3,7,0,0,0,0,6,8,24,36,78.69444444,67.5,113.7,97.6,41.63888889,36.91666667,6.916666667,6.527777778,4.333333333,49.2,35.1,58.1,46.6,14.4,19.65625,20.84126984,15.6,24.03773585,10,0,0,0.6,5,0.238095238,2,27,0,0,0,0,42,34,12,35,66.88571429,63.22857143,105,99.3,33.88571429,37.62857143,6.371428571,5.114285714,2.628571429,42.5,33.4,54,28.5,15.5,20.88888889,21.80434783,21.42857143,13.38,2
2009,Kansas,3,dayton,17,1,1,0.771428571,7,0.222222222,6,16,1,1,11,0,10,11,20,35,76.4,65.42857143,109.8,94,42.17142857,34.97142857,6.742857143,9.085714286,4.428571429,47.8,37.1,56.9,39.5,15.9,19.32727273,13.875,25.7032967,6.666666667,11,0,0,0.771428571,5,0.222222222,6,6,0,0,0,0,32,57,94,35,66.82857143,61.42857143,100.9,92.8,41.14285714,36.48571429,6.485714286,4.885714286,3.542857143,42.1,32.8,50.2,38.2,13.9,12.31958763,15.66666667,20.02873563,24.08823529,2
2009,Missouri,3,marquette,4,0,0,0.815789474,8,0.193548387,3,7,0,0,0,1,13,7,50,38,81.47368421,67.65789474,112.1,93.1,39.31578947,40.23684211,10.21052632,6.210526316,3.684210526,47.2,35.2,55.4,36.6,18.2,11.77300613,9.421052632,19.92,21.14179104,6,1,1,0.714285714,4,0.28,1,2,0,0,0,0,34,20,44,35,78.25714286,69.48571429,112.2,99.6,38.02857143,35.68571429,7.857142857,5.857142857,2.857142857,45.2,34.7,55.7,45.4,15,6.666666667,13.1025641,19.60606061,29.86567164,2
2009,Syracuse,3,arizona st,11,0,0,0.736842105,8,0.214285714,33,33,3,1,31,0,11,13,7,38,80.15789474,71.71052632,109.3,97.7,43.44736842,40.42105263,7.789473684,8.210526316,5.105263158,48.7,34.5,56.5,38.8,18.1,9.745762712,25.95454545,29.90540541,9.129032258,6,0,0,0.714285714,6,0.04,3,16,0,0,2,0,33,17,37,35,69.37142857,60.48571429,112.9,98.4,33.17142857,32.25714286,5.742857143,5.857142857,2.057142857,48,37,59.7,38.7,15.5,3.9,28.07638889,18.4,32.54285714,2
2009,Villanova,3,ucla,20,1,1,0.789473684,7,0.3,8,15,0,0,3,0,12,10,31,38,76.81578947,67.36842105,109.6,96.1,41.78947368,37.36842105,7.894736842,6.289473684,3.368421053,45.1,35.2,55.5,41.9,14.5,0,21.63716814,16.77922078,23.42771084,6,1,1,0.742857143,6,0.269230769,6,15,3,0,8,0,35,15,57,35,75.48571429,64.02857143,114.3,96.9,35.8,32.6,8.342857143,5.257142857,3.142857143,49,39.9,58.3,31.2,15.5,12.51515152,1.833333333,17.36363636,27.13392857,2
2009,Gonzaga,4,W Kentucky,2,1,1,0.823529412,9,0.428571429,10,10,0,0,4,1,28,12,88,34,78.94117647,63,113.9,90.9,40.76470588,37.91176471,7.235294118,5.323529412,5.117647059,48.8,39,58,35.1,15.1,12.84615385,26.67647059,21.4137931,20.32716049,12,1,0,0.735294118,9,0.32,1,1,0,0,0,1,45,82,129,34,72.17647059,67,108.5,100.7,39.05882353,35.5,5.676470588,6.235294118,3.264705882,45.2,37.3,54.9,33.5,13.4,11.125,21.7254902,25.01818182,16.13402062,2
2009,Washington,4,purdue,-2,0,0,0.742857143,8,0.230769231,7,13,0,0,5,0,15,16,21,35,78.57142857,69.45714286,107.8,95.3,44.54285714,36.11428571,7.4,6.8,2.742857143,45.7,33.7,53.4,43.5,13.1,17.96610169,17.59803922,21.11764706,24.24137931,5,1,1,0.72972973,7,0.222222222,4,5,0,0,1,1,21,14,26,37,69.05405405,59.78378378,103.9,90,37.16216216,38.75675676,7.189189189,5.297297297,4.756756757,44.1,34.7,53.3,33.2,14.9,5.277777778,28.26760563,23.18604651,11.93043478,2
2009,Xavier,4,wisconsin,11,1,1,0.771428571,5,0.296296296,5,5,0,0,0,0,18,19,45,35,71.65714286,61.85714286,106.7,92.1,42.68571429,33.88571429,5.285714286,6.885714286,5.085714286,45.9,39.4,55.7,46.1,13.3,15.18018018,15.21782178,25.61428571,28.74285714,12,1,1,0.606060606,7,0.25,8,25,0,0,2,0,49,29,29,33,63.81818182,59.03030303,106.3,98.3,33.48484848,30.72727273,4.939393939,4.333333333,2.606060606,43.6,36,53.6,34.6,11.9,9.415384615,14.52991453,32.68181818,22.53535354,2
2009,Arizona,12,cleveland st,14,1,1,0.6,5,0.095238095,1,1,0,0,0,0,59,38,33,35,72.25714286,69.17142857,111,106.2,36.62857143,33.91428571,6.2,5.542857143,2.971428571,47.4,38.7,56.7,37.5,14.3,14.27058824,19.63333333,32.35766423,5.289473684,13,0,0,0.702702703,8,0.384615385,3,13,0,0,1,1,51,64,110,37,66.35135135,59.54054054,102.4,91.9,37.32432432,37.40540541,8.648648649,5.972972973,3.189189189,43.2,41.1,51.4,35.7,13.8,9.85,27.33333333,0,23.68181818,2
2009,Louisville,1,arizona,39,1,1,0.837837838,10,0.258064516,8,23,5,1,16,1,4,4,11,37,74.27027027,61.81081081,107.6,89.6,40.2972973,37.45945946,9.054054054,6.648648649,6.027027027,45.7,36.9,54.6,31.4,16.9,13.04032258,11.83333333,21.00714286,21.95789474,12,1,1,0.6,5,0.095238095,1,1,0,0,0,0,59,38,33,35,72.25714286,69.17142857,111,106.2,36.62857143,33.91428571,6.2,5.542857143,2.971428571,47.4,38.7,56.7,37.5,14.3,14.27058824,19.63333333,32.35766423,5.289473684,3
2009,Pittsburgh,1,xavier,5,1,1,0.861111111,8,0.290322581,6,6,0,0,2,0,2,3,8,36,77.41666667,64.44444444,115.8,96.4,42.69444444,34.02777778,6.833333333,5.361111111,3.833333333,47.9,35.2,55.5,32.8,17.6,8.864864865,15.43801653,19.40625,27.39864865,4,1,1,0.771428571,5,0.296296296,5,5,0,0,0,0,18,19,45,35,71.65714286,61.85714286,106.7,92.1,42.68571429,33.88571429,5.285714286,6.885714286,5.085714286,45.9,39.4,55.7,46.1,13.3,15.18018018,15.21782178,25.61428571,28.74285714,3
2009,Uconn,1,purdue,12,1,0,0.861111111,7,0.35483871,23,37,2,2,28,0,7,2,28,36,78.30555556,64.25,111.8,91.7,45.91666667,39,5.805555556,6.666666667,7.777777778,47.4,34.1,54.9,46.4,15.8,25.19444444,4.14893617,23.91935484,24.86466165,5,1,1,0.72972973,7,0.222222222,4,5,0,0,1,1,21,14,26,37,69.05405405,59.78378378,103.9,90,37.16216216,38.75675676,7.189189189,5.297297297,4.756756757,44.1,34.7,53.3,33.2,14.9,5.277777778,28.26760563,23.18604651,11.93043478,3
2009,UNC,1,gonzaga,21,1,1,0.894736842,8,0.352941176,6,21,6,1,22,0,3,1,19,38,89.81578947,71.97368421,118.3,94.8,45.10526316,39.05263158,8.552631579,7,5.157894737,48,38.7,57.3,39.2,18,10.86440678,11.2,24.02985075,15.42021277,4,1,1,0.823529412,9,0.428571429,10,10,0,0,4,1,28,12,88,34,78.94117647,63,113.9,90.9,40.76470588,37.91176471,7.235294118,5.323529412,5.117647059,48.8,39,58,35.1,15.1,12.84615385,26.67647059,21.4137931,20.32716049,3
2009,Duke,2,villanova,-23,1,1,0.810810811,8,0.233333333,29,34,10,3,40,1,1,6,1,37,77.48648649,65.91891892,111.3,94.7,39.10810811,37.10810811,8.405405405,5.702702703,3.945945946,44.4,34.9,54.8,41.4,13.3,10.97183099,25.82666667,21.08284024,15.91666667,3,1,1,0.789473684,7,0.3,8,15,0,0,3,0,12,10,31,38,76.81578947,67.36842105,109.6,96.1,41.78947368,37.36842105,7.894736842,6.289473684,3.368421053,45.1,35.2,55.5,41.9,14.5,0,21.63716814,16.77922078,23.42771084,3
2009,Memphis,2,missouri,-11,1,1,0.891891892,10,0.303030303,9,21,2,0,9,1,5,9,46,37,75.10810811,58.81081081,109.4,85.7,42.37837838,36.62162162,8.864864865,5.864864865,6,45,32.6,53.7,39.9,14.2,16.07,14.58536585,19.12328767,26.97777778,3,0,0,0.815789474,8,0.193548387,3,7,0,0,0,1,13,7,50,38,81.47368421,67.65789474,112.1,93.1,39.31578947,40.23684211,10.21052632,6.210526316,3.684210526,47.2,35.2,55.4,36.6,18.2,11.77300613,9.421052632,19.92,21.14179104,3
2009,Michigan St,2,kansas,5,1,1,0.815789474,8,0.35483871,14,14,4,1,10,0,8,5,6,38,72.02631579,63.68421053,107.8,95.3,42.21052632,33.52631579,6.526315789,6.026315789,2.815789474,45.1,35.4,53.6,41.1,16.1,11.05714286,20.2173913,13.54098361,17.7810219,3,1,1,0.771428571,7,0.222222222,6,16,1,1,11,0,10,11,20,35,76.4,65.42857143,109.8,94,42.17142857,34.97142857,6.742857143,9.085714286,4.428571429,47.8,37.1,56.9,39.5,15.9,19.32727273,13.875,25.7032967,6.666666667,3
2009,Oklahoma,2,syracuse,13,1,0,0.833333333,6,0.3,3,7,0,0,0,0,6,8,24,36,78.69444444,67.5,113.7,97.6,41.63888889,36.91666667,6.916666667,6.527777778,4.333333333,49.2,35.1,58.1,46.6,14.4,19.65625,20.84126984,15.6,24.03773585,3,0,0,0.736842105,8,0.214285714,33,33,3,1,31,0,11,13,7,38,80.15789474,71.71052632,109.3,97.7,43.44736842,40.42105263,7.789473684,8.210526316,5.105263158,48.7,34.5,56.5,38.8,18.1,9.745762712,25.95454545,29.90540541,9.129032258,3
2009,Louisville,1,michigan st,-12,1,1,0.837837838,10,0.258064516,8,23,5,1,16,1,4,4,11,37,74.27027027,61.81081081,107.6,89.6,40.2972973,37.45945946,9.054054054,6.648648649,6.027027027,45.7,36.9,54.6,31.4,16.9,13.04032258,11.83333333,21.00714286,21.95789474,2,1,1,0.815789474,8,0.35483871,14,14,4,1,10,0,8,5,6,38,72.02631579,63.68421053,107.8,95.3,42.21052632,33.52631579,6.526315789,6.026315789,2.815789474,45.1,35.4,53.6,41.1,16.1,11.05714286,20.2173913,13.54098361,17.7810219,4
2009,Pittsburgh,1,villanova,-2,1,1,0.861111111,8,0.290322581,6,6,0,0,2,0,2,3,8,36,77.41666667,64.44444444,115.8,96.4,42.69444444,34.02777778,6.833333333,5.361111111,3.833333333,47.9,35.2,55.5,32.8,17.6,8.864864865,15.43801653,19.40625,27.39864865,3,1,1,0.789473684,7,0.3,8,15,0,0,3,0,12,10,31,38,76.81578947,67.36842105,109.6,96.1,41.78947368,37.36842105,7.894736842,6.289473684,3.368421053,45.1,35.2,55.5,41.9,14.5,0,21.63716814,16.77922078,23.42771084,4
2009,Uconn,1,missouri,7,1,0,0.861111111,7,0.35483871,23,37,2,2,28,0,7,2,28,36,78.30555556,64.25,111.8,91.7,45.91666667,39,5.805555556,6.666666667,7.777777778,47.4,34.1,54.9,46.4,15.8,25.19444444,4.14893617,23.91935484,24.86466165,3,0,0,0.815789474,8,0.193548387,3,7,0,0,0,1,13,7,50,38,81.47368421,67.65789474,112.1,93.1,39.31578947,40.23684211,10.21052632,6.210526316,3.684210526,47.2,35.2,55.4,36.6,18.2,11.77300613,9.421052632,19.92,21.14179104,4
2009,UNC,1,oklahoma  ,12,1,1,0.894736842,8,0.352941176,6,21,6,1,22,0,3,1,19,38,89.81578947,71.97368421,118.3,94.8,45.10526316,39.05263158,8.552631579,7,5.157894737,48,38.7,57.3,39.2,18,10.86440678,11.2,24.02985075,15.42021277,2,1,0,0.833333333,6,0.3,3,7,0,0,0,0,6,8,24,36,78.69444444,67.5,113.7,97.6,41.63888889,36.91666667,6.916666667,6.527777778,4.333333333,49.2,35.1,58.1,46.6,14.4,19.65625,20.84126984,15.6,24.03773585,4
2009,Uconn,1,michigan st,-9,1,0,0.861111111,7,0.35483871,23,37,2,2,28,0,7,2,28,36,78.30555556,64.25,111.8,91.7,45.91666667,39,5.805555556,6.666666667,7.777777778,47.4,34.1,54.9,46.4,15.8,25.19444444,4.14893617,23.91935484,24.86466165,2,1,1,0.815789474,8,0.35483871,14,14,4,1,10,0,8,5,6,38,72.02631579,63.68421053,107.8,95.3,42.21052632,33.52631579,6.526315789,6.026315789,2.815789474,45.1,35.4,53.6,41.1,16.1,11.05714286,20.2173913,13.54098361,17.7810219,5
2009,UNC,1,villanova,14,1,1,0.894736842,8,0.352941176,6,21,6,1,22,0,3,1,19,38,89.81578947,71.97368421,118.3,94.8,45.10526316,39.05263158,8.552631579,7,5.157894737,48,38.7,57.3,39.2,18,10.86440678,11.2,24.02985075,15.42021277,3,1,1,0.789473684,7,0.3,8,15,0,0,3,0,12,10,31,38,76.81578947,67.36842105,109.6,96.1,41.78947368,37.36842105,7.894736842,6.289473684,3.368421053,45.1,35.2,55.5,41.9,14.5,0,21.63716814,16.77922078,23.42771084,5
2009,UNC,1,michigan st,17,1,1,0.894736842,8,0.352941176,6,21,6,1,22,0,3,1,19,38,89.81578947,71.97368421,118.3,94.8,45.10526316,39.05263158,8.552631579,7,5.157894737,48,38.7,57.3,39.2,18,10.86440678,11.2,24.02985075,15.42021277,2,1,1,0.815789474,8,0.35483871,14,14,4,1,10,0,8,5,6,38,72.02631579,63.68421053,107.8,95.3,42.21052632,33.52631579,6.526315789,6.026315789,2.815789474,45.1,35.4,53.6,41.1,16.1,11.05714286,20.2173913,13.54098361,17.7810219,6
2010,Duke,1,arkansas pine bluff,29,1,1,0.875,9,0.142857143,30,35,10,3,41,0,3,1,8,40,76.975,60.975,115.8,91.8,38.9,32.875,6.6,5.25,4.075,44.2,38.5,55,37.9,13.9,11.06542056,15.54347826,28.45454545,23.29078014,16,0,0,0.529411765,9,0.333333333,2,2,0,0,0,1,181,221,275,34,63.70588235,64.32352941,93.2,94.1,37.82352941,31.94117647,6.735294118,7.676470588,3.558823529,40.8,30.3,49.5,48.4,12.4,6.25,18.64285714,7.247058824,22.64840183,1
2010,Kansas,1,lehigh,16,1,1,0.916666667,9,0.272727273,7,17,1,1,11,0,1,2,5,36,81.58333333,64.22222222,116.8,92,40.47222222,33.63888889,8.361111111,6.5,6.444444444,48.9,40.4,58.2,41.3,16.9,12.45833333,20.24786325,17.04651163,32.97222222,16,0,0,0.666666667,8,0.318181818,3,3,0,0,0,1,151,197,300,33,75.09090909,70.63636364,106.5,100.2,36.39393939,35.12121212,6.151515152,6.636363636,2.575757576,45.4,39.9,55.5,43.1,15,21.70754717,7.654545455,11.03603604,22.90677966,1
2010,Kentucky,1,east tennessee st,29,0,1,0.921052632,9,0.228571429,1,22,2,0,11,0,2,3,31,38,79.26315789,64.94736842,112.1,91.9,41.68421053,33.55263158,7.342105263,6.868421053,7.131578947,47.8,33.1,56,43.6,15.1,23.22754491,17.20588235,22.38333333,8.11627907,16,1,0,0.571428571,8,0.45,7,14,0,0,0,1,122,156,169,35,69.25714286,67.48571429,99.5,97,36.48571429,35.71428571,8.371428571,7.342857143,3.2,43.2,30.8,51.2,41.2,10.9,12.99137931,17.55789474,26.44915254,20.27777778,1
2010,Syracuse,1,vermont,23,1,0,0.857142857,7,0.366666667,34,34,3,1,32,0,5,4,11,35,80.91428571,66.4,114,93.6,38.2,33.94285714,9.6,8.457142857,6.314285714,51.6,39.1,59.6,36.9,19.2,12.76595745,20.12359551,30.62857143,27.8358209,16,0,0,0.714285714,9,0.48,5,17,0,0,0,1,118,139,306,35,70.2,64.77142857,103.6,95.6,36.88571429,34.05714286,6.828571429,6.942857143,4.028571429,43.8,31.7,52.8,49.5,12.1,9.736842105,17.85185185,19.84761905,29.16190476,1
2010,Kansas St,2,north texas,20,0,1,0.783783784,7,0.275862069,3,3,0,0,2,0,6,6,2,37,79.7027027,69.83783784,110.5,96.9,38.83783784,34.51351351,7.405405405,6.918918919,5.054054054,45,36,54.5,50.3,14.6,10.54666667,16.65517241,26.97297297,20.03061224,15,0,0,0.727272727,10,0.416666667,9,10,0,0,0,1,104,157,270,33,73.84848485,69.78787879,105.7,99.9,36.96969697,33.15151515,4.363636364,7.212121212,2.848484848,45.7,33.3,55.8,52.7,11.9,8.823529412,2,23.48148148,19.53333333,1
2010,Ohio St,2,uc santa barbara,17,1,0,0.783783784,9,0.206896552,6,10,1,0,8,0,22,10,63,37,74.05405405,61.45945946,113,93.8,33.35135135,31.72972973,7.081081081,5.378378378,4.243243243,49.2,39,58.6,35.8,14.7,0,20.68571429,32.67586207,10.9137931,15,0,0,0.666666667,9,0.3,12,22,0,0,0,1,95,133,194,30,67.6,65.73333333,99.4,96.7,32.8,35.03333333,6.733333333,7.166666667,3.066666667,44.3,37.7,54.7,45.9,13.8,9.926829268,23.80405405,12.20792079,16.57692308,1
2010,Villanova,2,robert morris,3,1,1,0.757575758,4,0.36,9,16,1,0,4,0,12,18,22,33,81.81818182,72.84848485,112.9,100.5,38.51515152,33.87878788,7.848484848,6.575757576,4.03030303,45.8,37.3,56.9,43.9,13.6,12.97183099,19.03125,25.97959184,25.43076923,15,1,0,0.657142857,7,0.47826087,3,3,0,0,0,1,129,182,258,35,68.54285714,65.88571429,101.1,97.2,35.05714286,33.62857143,7.628571429,7.028571429,2.285714286,43.6,36.1,52.7,46,12.4,18.19411765,5.75,18.97142857,21.92567568,1
2010,West Virginia,2,morgan st,27,1,1,0.815789474,8,0.322580645,3,28,1,0,14,0,4,5,3,38,72.42105263,63.52631579,111.5,97.8,38.57894737,32.31578947,5.605263158,6.131578947,4.078947368,43,33.7,52.9,39.7,15.5,6.323529412,27.88135593,10.66060606,29.55263158,15,1,0,0.72972973,8,0.481481481,4,18,0,0,3,1,103,148,292,37,76.02702703,70.43243243,107.2,99.3,40.21621622,36.51351351,6.567567568,5.891891892,4.108108108,42.9,33.1,52,43.9,12.5,19.04347826,22.7706422,15.23076923,17.76388889,1
